Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2021-12-20,47,TN,47037,Davidson County,137405,556739,2787372,992250,648037,346685,385683,307686,59008,19769,20069,4763,3422,47-47037-20211220,51,12
County,2021-12-21,47,TN,47037,Davidson County,129481,564663,3162610,1180855,747036,384345,412387,325399,61311,20910,21646,5182,3539,47-47037-20211221,51,12
County,2021-12-22,47,TN,47037,Davidson County,128666,565478,3201983,1208582,753536,383149,412641,331083,60883,21649,21477,5286,3697,47-47037-20211222,51,12
County,2021-12-23,47,TN,47037,Davidson County,134950,559194,2805589,1021037,645953,341198,382661,305367,59252,20481,20782,5162,3696,47-47037-20211223,51,12
County,2021-12-24,47,TN,47037,Davidson County,133010,561134,2857926,1036413,666112,352501,387372,306022,57859,20294,22182,5336,3835,47-47037-20211224,51,12
County,2021-12-25,47,TN,47037,Davidson County,128606,565538,3063865,1147228,714746,369650,397532,318979,60864,21759,23034,6029,4044,47-47037-20211225,51,12
County,2021-12-26,47,TN,47037,Davidson County,132181,561963,3084925,1154155,724903,375243,403784,315943,59518,21284,21174,5184,3737,47-47037-20211226,52,12
County,2021-12-27,47,TN,47037,Davidson County,135501,558643,2833334,1026945,660206,350108,384871,306101,55816,20083,20625,4870,3709,47-47037-20211227,52,12
County,2021-12-28,47,TN,47037,Davidson County,135481,558663,2810203,1015713,649795,346303,384974,305663,57999,19849,21333,4897,3677,47-47037-20211228,52,12
County,2021-12-29,47,TN,47037,Davidson County,129879,564265,3088089,1136932,725039,377728,411438,325134,59788,20701,22357,5238,3734,47-47037-20211229,52,12
County,2021-12-30,47,TN,47037,Davidson County,127708,566436,3220904,1206521,758896,394060,419716,328987,60846,20955,21988,5132,3803,47-47037-20211230,52,12
County,2021-12-31,47,TN,47037,Davidson County,134911,559233,2809261,1013149,654194,349071,382612,302784,58200,19843,20852,4865,3691,47-47037-20211231,52,12
County,2022-01-01,47,TN,47037,Davidson County,134346,559798,2821400,1006626,656376,353513,392150,303886,58578,20994,20657,4943,3677,47-47037-20220101,0,1
County,2022-01-02,47,TN,47037,Davidson County,131292,562852,3072323,1115484,725385,386620,410726,322759,59846,20786,21742,5232,3743,47-47037-20220102,1,1
County,2022-01-03,47,TN,47037,Davidson County,128737,565407,3202905,1188758,749028,397159,422836,331227,61947,21566,21515,5132,3737,47-47037-20220103,1,1
County,2022-01-04,47,TN,47037,Davidson County,135944,558200,2828201,1008972,660340,356832,385333,307170,59375,20548,21126,4833,3672,47-47037-20220104,1,1
County,2022-01-05,47,TN,47037,Davidson County,140465,553679,2647576,924818,615803,340580,365624,296955,56261,19603,19885,4609,3438,47-47037-20220105,1,1
County,2022-01-06,47,TN,47037,Davidson County,130904,563240,3053616,1117975,717861,391082,403238,316313,57608,20174,20938,4977,3450,47-47037-20220106,1,1
County,2022-01-07,47,TN,47037,Davidson County,132734,561410,3033698,1112522,708137,385213,412866,308301,56776,20690,20795,4907,3491,47-47037-20220107,1,1
County,2022-01-08,47,TN,47037,Davidson County,134561,559583,2889231,1040311,676088,375720,391418,301122,56436,19551,20394,4722,3469,47-47037-20220108,1,1
County,2022-01-09,47,TN,47037,Davidson County,142417,551727,2599661,916732,606465,333261,360427,280391,54104,18830,21192,4877,3382,47-47037-20220109,2,1
County,2022-01-10,47,TN,47037,Davidson County,132796,561348,3086974,1105348,714000,393662,434722,330722,60613,19193,20166,5038,3510,47-47037-20220110,2,1
County,2022-01-11,47,TN,47037,Davidson County,131305,562839,2747849,997506,642254,346037,376966,289836,54266,17148,16533,4252,3051,47-47037-20220111,2,1
County,2022-01-12,47,TN,47037,Davidson County,134294,559850,2960895,1070192,679189,377782,405466,319928,60751,19174,20053,4815,3545,47-47037-20220112,2,1
County,2022-01-13,47,TN,47037,Davidson County,131648,562496,2853862,1004948,651619,368102,419820,312031,56192,17080,16617,4104,3349,47-47037-20220113,2,1
County,2022-01-14,47,TN,47037,Davidson County,135208,558936,2832265,969120,668559,377414,410538,308579,55247,18890,15796,4063,4059,47-47037-20220114,2,1
County,2022-01-15,47,TN,47037,Davidson County,135792,558352,2735376,951779,646074,357181,382958,286779,58062,23262,20752,4492,4037,47-47037-20220115,2,1
County,2022-01-16,47,TN,47037,Davidson County,132018,562126,2890531,1029011,665904,378936,407035,303968,56860,20094,19077,5176,4470,47-47037-20220116,3,1
County,2022-01-17,47,TN,47037,Davidson County,147097,547047,2320292,767609,531444,305026,353490,268934,51862,17975,16145,3898,3909,47-47037-20220117,3,1
County,2022-01-18,47,TN,47037,Davidson County,133717,560427,2854460,982316,667387,377251,408880,315810,59225,19473,16706,3923,3489,47-47037-20220118,3,1
County,2022-01-19,47,TN,47037,Davidson County,131398,562746,2978629,1064638,694211,377778,412641,324269,59904,19544,17630,4311,3703,47-47037-20220119,3,1
County,2022-01-20,47,TN,47037,Davidson County,133857,560287,2788455,987335,644954,356435,382942,316931,56743,19533,16138,3919,3525,47-47037-20220120,3,1
County,2022-01-21,47,TN,47037,Davidson County,132305,561839,2756955,949489,654835,347664,380442,316433,58299,20657,20363,4974,3799,47-47037-20220121,3,1
County,2022-01-22,47,TN,47037,Davidson County,134770,559374,2860984,1002790,672519,368894,399303,314041,58408,20564,16881,4178,3406,47-47037-20220122,3,1
County,2022-01-23,47,TN,47037,Davidson County,138244,555900,2619072,921118,604978,331224,370262,290718,54030,20072,18514,4586,3570,47-47037-20220123,4,1
County,2022-01-24,47,TN,47037,Davidson County,132112,562032,2834147,1034167,656870,349351,374196,317097,59357,20110,15481,4002,3516,47-47037-20220124,4,1
County,2022-01-25,47,TN,47037,Davidson County,137895,556249,2824274,1038211,664518,332768,365380,322542,58670,19926,14767,3932,3560,47-47037-20220125,4,1
County,2022-01-26,47,TN,47037,Davidson County,133798,560346,2997809,1096545,702149,383779,389947,320842,61033,20062,15621,4459,3372,47-47037-20220126,4,1
County,2022-01-27,47,TN,47037,Davidson County,132104,562040,3139197,1246445,728460,367080,384313,303106,59165,22253,19424,4977,3974,47-47037-20220127,4,1
County,2022-01-28,47,TN,47037,Davidson County,135537,558607,2668722,956581,623195,327424,359590,299698,56397,21362,17028,4145,3302,47-47037-20220128,4,1
County,2022-01-29,47,TN,47037,Davidson County,139207,554937,2433519,783297,579009,315066,357294,297505,57302,21686,15623,3826,2911,47-47037-20220129,4,1
County,2022-01-30,47,TN,47037,Davidson County,144943,549201,2357613,798872,557971,287727,335643,280342,56457,19352,13993,4156,3100,47-47037-20220130,5,1
County,2022-01-31,47,TN,47037,Davidson County,140514,553630,2677466,955110,635269,323198,356396,306618,58850,21000,14040,3886,3099,47-47037-20220131,5,1
County,2022-02-01,47,TN,47037,Davidson County,138827,555317,2684548,947906,633590,322124,363879,312159,61539,21589,14501,4118,3143,47-47037-20220201,5,2
County,2022-02-02,47,TN,47037,Davidson County,138656,555488,2673982,932783,635163,325498,363357,309533,61636,22753,15625,4447,3187,47-47037-20220202,5,2
County,2022-02-03,47,TN,47037,Davidson County,137913,556231,2717257,965776,633667,325982,363161,318646,64286,22558,15437,4426,3318,47-47037-20220203,5,2
County,2022-02-04,47,TN,47037,Davidson County,146708,547436,2068366,601591,544774,253320,311782,258997,54616,19690,15909,3387,4300,47-47037-20220204,5,2
County,2022-02-05,47,TN,47037,Davidson County,143447,550697,2455169,806411,587942,313707,350906,288336,60725,23359,16882,3986,2915,47-47037-20220205,5,2
County,2022-02-06,47,TN,47037,Davidson County,144987,549157,2312609,777625,539552,283850,328536,281876,57111,21038,15388,4416,3217,47-47037-20220206,6,2
County,2022-02-07,47,TN,47037,Davidson County,140184,553960,2671584,969715,631036,314565,344286,304442,63543,21389,14901,4422,3285,47-47037-20220207,6,2
County,2022-02-08,47,TN,47037,Davidson County,145628,548516,2275104,742660,552157,276586,320296,287445,56715,19594,13128,3595,2928,47-47037-20220208,6,2
County,2022-02-09,47,TN,47037,Davidson County,137220,556924,2749721,991188,642306,325094,363160,317576,63142,23467,16010,4389,3389,47-47037-20220209,6,2
County,2022-02-10,47,TN,47037,Davidson County,137666,556478,2639014,937354,620472,315159,349518,306090,64486,22346,15625,4525,3439,47-47037-20220210,6,2
County,2022-02-11,47,TN,47037,Davidson County,135695,558449,2428440,830376,564334,292078,334570,300359,61362,22679,15379,4206,3097,47-47037-20220211,6,2
County,2022-02-12,47,TN,47037,Davidson County,145680,548464,2259614,739142,534733,277391,317817,280892,62412,23483,16145,4348,3251,47-47037-20220212,6,2
County,2022-02-13,47,TN,47037,Davidson County,148153,545991,2490713,847835,582912,291039,345810,309132,65306,23984,16366,4632,3697,47-47037-20220213,7,2
County,2022-02-14,47,TN,47037,Davidson County,144439,549705,2633771,884273,609118,309874,381615,339718,66014,22154,13565,4137,3303,47-47037-20220214,7,2
County,2022-02-15,47,TN,47037,Davidson County,137362,556782,2667665,909944,614737,319537,377541,334935,67032,22511,14145,4034,3249,47-47037-20220215,7,2
County,2022-02-16,47,TN,47037,Davidson County,134745,559399,2776982,964228,640116,326777,381747,349213,67976,23869,15082,4206,3768,47-47037-20220216,7,2
County,2022-02-17,47,TN,47037,Davidson County,142485,551659,2746827,937712,645529,323338,384826,341007,65976,23749,15872,4826,3992,47-47037-20220217,7,2
County,2022-02-18,47,TN,47037,Davidson County,137149,556995,2541943,839726,572464,303850,365680,341313,69071,23829,17134,4933,3943,47-47037-20220218,7,2
County,2022-02-19,47,TN,47037,Davidson County,141728,552416,2577182,794565,596186,323579,398647,350032,66339,25393,15199,4016,3226,47-47037-20220219,7,2
County,2022-02-20,47,TN,47037,Davidson County,147730,546414,2579408,782247,579324,332471,409618,357740,69811,24739,16125,4226,3107,47-47037-20220220,8,2
County,2022-02-21,47,TN,47037,Davidson County,142012,552132,2884706,987387,663250,348617,416559,362320,65334,21146,12877,3923,3293,47-47037-20220221,8,2
County,2022-02-22,47,TN,47037,Davidson County,136480,557664,2955812,967766,663719,364794,449566,392903,72001,23784,14008,4110,3161,47-47037-20220222,8,2
County,2022-02-23,47,TN,47037,Davidson County,133671,560473,2909861,966121,652696,351326,438844,385338,71892,22740,13639,4078,3187,47-47037-20220223,8,2
County,2022-02-24,47,TN,47037,Davidson County,132367,561777,3085894,1084399,700296,381434,439718,367979,68713,21706,14023,4147,3479,47-47037-20220224,8,2
County,2022-02-25,47,TN,47037,Davidson County,136897,557247,2914469,1001378,672831,359395,419981,346822,67181,23207,15596,4478,3600,47-47037-20220225,8,2
County,2022-02-26,47,TN,47037,Davidson County,141622,552522,2768237,924740,628846,344054,407986,347360,66881,24111,15931,4807,3521,47-47037-20220226,8,2
County,2022-02-27,47,TN,47037,Davidson County,136996,557148,2648608,852401,597846,339695,426493,326859,61094,22820,14519,3909,2972,47-47037-20220227,9,2
County,2022-02-28,47,TN,47037,Davidson County,130196,563948,3002800,1020139,670605,376812,466438,361489,68499,20768,11562,3611,2877,47-47037-20220228,9,2
County,2022-03-01,47,TN,47037,Davidson County,127493,566651,3079261,1037608,680544,397072,477387,372405,71227,22251,13540,4082,3145,47-47037-20220301,9,3
County,2022-03-02,47,TN,47037,Davidson County,132154,561990,2864912,926978,625472,370161,460483,369963,68488,22232,13871,4214,3050,47-47037-20220302,9,3
County,2022-03-03,47,TN,47037,Davidson County,131577,562567,2864091,926853,637648,366100,455646,368709,67902,22515,12248,3733,2737,47-47037-20220303,9,3
County,2022-03-04,47,TN,47037,Davidson County,123877,570267,2517377,798748,613443,318004,384839,310864,54640,17805,12557,3395,3082,47-47037-20220304,9,3
County,2022-03-05,47,TN,47037,Davidson County,133699,560445,3006297,988418,671292,393700,472072,364930,71126,22968,14347,4306,3138,47-47037-20220305,9,3
County,2022-03-06,47,TN,47037,Davidson County,136168,557976,2732005,848595,589891,362730,455056,359543,69623,23819,15461,4326,2961,47-47037-20220306,10,3
County,2022-03-07,47,TN,47037,Davidson County,129913,564231,2993808,1023517,658527,377503,464531,362642,67527,19950,12823,3872,2916,47-47037-20220307,10,3
County,2022-03-08,47,TN,47037,Davidson County,121620,572524,2947717,969750,643191,384301,467228,375368,67453,20454,13216,3833,2923,47-47037-20220308,10,3
County,2022-03-09,47,TN,47037,Davidson County,129189,564955,2910803,965918,649722,375838,454134,354746,68139,21328,13790,4060,3128,47-47037-20220309,10,3
County,2022-03-10,47,TN,47037,Davidson County,126532,567612,3017682,993398,652179,389928,477470,388023,71967,21930,14952,4383,3452,47-47037-20220310,10,3
County,2022-03-11,47,TN,47037,Davidson County,128408,565736,2814141,909183,613284,362881,452128,365402,67613,21545,14718,4240,3147,47-47037-20220311,10,3
County,2022-03-12,47,TN,47037,Davidson County,132641,561503,2738914,897443,615572,351922,427122,338554,64070,21405,15103,4259,3464,47-47037-20220312,10,3
County,2022-03-13,47,TN,47037,Davidson County,137581,556563,2788266,868801,599212,376681,463671,361510,70355,23216,16893,4583,3344,47-47037-20220313,11,3
County,2022-03-14,47,TN,47037,Davidson County,125192,568952,3106843,1045342,679206,401367,479870,382655,72562,22136,15589,4448,3668,47-47037-20220314,11,3
County,2022-03-15,47,TN,47037,Davidson County,127184,566960,2910692,953079,637906,370262,466928,370160,69558,21108,14136,4175,3380,47-47037-20220315,11,3
County,2022-03-16,47,TN,47037,Davidson County,125898,568246,2813552,928239,623173,355017,440447,356943,66260,21405,14740,3974,3354,47-47037-20220316,11,3
County,2022-03-17,47,TN,47037,Davidson County,125351,568793,3111738,1053275,686763,401121,479370,377552,70323,21181,14496,4180,3477,47-47037-20220317,11,3
County,2022-03-18,47,TN,47037,Davidson County,128512,565632,2970849,981467,648109,381160,469660,374349,69867,22619,15413,4622,3583,47-47037-20220318,11,3
County,2022-03-19,47,TN,47037,Davidson County,132812,561332,2784714,926520,618570,350704,432559,347560,63380,21667,15566,4742,3446,47-47037-20220319,11,3
County,2022-03-20,47,TN,47037,Davidson County,146840,547304,2407574,734128,538108,322122,397332,318744,56713,19735,13734,3910,3048,47-47037-20220320,12,3
County,2022-03-21,47,TN,47037,Davidson County,128159,565985,2917325,985703,642963,369743,452907,358302,66734,19944,13576,4187,3266,47-47037-20220321,12,3
County,2022-03-22,47,TN,47037,Davidson County,125496,568648,2927745,980667,637292,373090,462621,367663,66064,20435,12968,3950,2995,47-47037-20220322,12,3
County,2022-03-23,47,TN,47037,Davidson County,123313,570831,3057577,1026349,678220,390605,476243,376864,68354,20772,13021,4042,3107,47-47037-20220323,12,3
County,2022-03-24,47,TN,47037,Davidson County,129175,564969,2776828,906313,604616,354250,445458,358902,66425,19408,13814,4224,3418,47-47037-20220324,12,3
County,2022-03-25,47,TN,47037,Davidson County,127887,566257,2911013,972915,640173,373931,456081,358129,67588,21246,13699,3968,3283,47-47037-20220325,12,3
County,2022-03-26,47,TN,47037,Davidson County,136196,557948,2793856,910513,609522,368080,445585,352986,64201,21674,13992,4215,3088,47-47037-20220326,12,3
County,2022-03-27,47,TN,47037,Davidson County,144820,549324,2582455,783452,558799,345998,438822,344998,64668,23667,14639,4350,3062,47-47037-20220327,13,3
County,2022-03-28,47,TN,47037,Davidson County,131922,562222,2804560,930985,621382,354545,441103,354259,62448,20499,12284,3845,3210,47-47037-20220328,13,3
County,2022-03-29,47,TN,47037,Davidson County,130668,563476,2972597,976826,661563,391391,464025,368942,68321,20629,13712,4058,3130,47-47037-20220329,13,3
County,2022-03-30,47,TN,47037,Davidson County,133019,561125,2839370,925517,616496,370305,454200,364717,65979,21798,13348,3974,3036,47-47037-20220330,13,3
County,2022-03-31,47,TN,47037,Davidson County,131942,562202,2786708,879892,612562,365887,456000,364474,67262,21562,12274,3776,3019,47-47037-20220331,13,3
County,2022-04-01,47,TN,47037,Davidson County,131645,562499,2745976,896362,611111,354919,434024,345169,63830,20871,12718,3831,3141,47-47037-20220401,13,4
County,2022-04-02,47,TN,47037,Davidson County,141800,552344,2771885,889083,611883,365615,447620,345943,66607,22702,14871,4224,3337,47-47037-20220402,13,4
County,2022-04-03,47,TN,47037,Davidson County,143900,550244,2591568,780814,562174,351228,445033,343461,64473,22299,14888,4284,2914,47-47037-20220403,14,4
County,2022-04-04,47,TN,47037,Davidson County,131906,562238,2960024,967588,641763,386665,477358,375374,69317,22207,12545,4039,3168,47-47037-20220404,14,4
County,2022-04-05,47,TN,47037,Davidson County,130511,563633,2658517,816815,567399,349533,453777,363405,67871,20700,12229,3751,3037,47-47037-20220405,14,4
County,2022-04-06,47,TN,47037,Davidson County,123717,570427,2956562,998973,651488,388648,461724,351360,66088,20489,11669,3372,2751,47-47037-20220406,14,4
County,2022-04-07,47,TN,47037,Davidson County,128078,566066,2937142,1012136,640396,377127,454561,348490,64835,20347,12592,3618,3040,47-47037-20220407,14,4
County,2022-04-08,47,TN,47037,Davidson County,137516,556628,2485512,763757,558159,334725,410219,318363,61830,20044,12260,3413,2742,47-47037-20220408,14,4
County,2022-04-09,47,TN,47037,Davidson County,138187,555957,2668853,863101,590252,352179,425650,331570,62674,22307,14058,3905,3157,47-47037-20220409,14,4
